"","Stream","Date","Time","Date + Time","Streamflow","Ammonia as N","NH3 DQ","TKN","TKN DQ","Nitrate + Nitrite as N","NO2+NO3 DQ","Phosphate","PO4 DQ","Total Phosphorus","Total Phosphorus Data Qualifier","Chloride","Cl DQ","Sulfate","SO4 DQ","Ion Balance","Color","Color Notes","Alkalinity","Alk DQ","Alk Notes","Carbonate","Bicarbonate","Conductivity","TDS","TDS Notes","TSS","TSS Notes","Fluoride","F DQ","F Notes","pH","Boron","B DQ","B Notes","Calcium","Ca DQ","Ca Notes","Iron","Fe DQ","Magnesium","Mg DQ","Potassium","K DQ","Sodium","Na DQ","Na Notes","Hardness (Ca & Mg)","Hardness Notes","Aluminum","Al DQ","Antimony","Sb DQ","Arsenic","As DQ","As Notes","Barium","Ba DQ","Beryllium","Be DQ","Cadmium","Cd DQ","Chromium","Cr DQ","Cr Notes","Cobalt","Co DQ","Copper","Cu DQ","Lead","Pb DQ","Manganese","Mn DQ","Mn Notes","Molybdenum","Mb DQ","Nickel","Ni DQ","Silicon","Si DQ","Silver","Ag DQ","Strontium","Sr DQ","Thallium","Tl DQ","Uranium","Ur DQ","Ur Notes","Vanadium","V DQ","V Notes","Zinc","Zn DQ","Zn Notes","Selenium","Se DQ","Se Notes","Mercury","Hg DQ","TOC","TOC Data Qualifier","TOC Notes"
"35","Redondo Creek",2008-10-30," 09:30:00",2008-10-30 09:30:00,NA,"<0.1",NA,0.24,NA,"<0.1",NA,NA,NA,0.034,NA,"<10",NA,"<10",NA,12.2,"15",NA,29,NA,NA,"0",35.4,73.6,"96",NA,"<3",NA,0.123,NA,NA,7.89,NA,NA,NA,9.18,NA,NA,NA,NA,"<1",NA,"1.7",NA,5.51,NA,NA,"22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Redondo Creek",2008-12-02," 14:15:00",2008-12-02 14:15:00,NA,"<0.1",NA,0.563,NA,"<0.1",NA,NA,NA,0.0821,NA,"<10",NA,"<10",NA,14.6,"20",NA,27.4,NA,NA,"0",33.5,73.4,"88",NA,"9",NA,NA,NA,NA,7.67,NA,NA,NA,9.06,NA,NA,NA,NA,"<1",NA,"1.9",NA,5.4,NA,NA,"22.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Redondo Creek",2009-05-05," 14:45:00",2009-05-05 14:45:00,NA,"<0.1",NA,1.4,NA,"<0.1",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,19.5,"70",NA,22.8,NA,NA,"0",27.9,74.4,"140",NA,"18",NA,NA,NA,NA,7.7,NA,NA,NA,7.67,NA,NA,NA,NA,"<1",NA,"2.19",NA,5.52,NA,NA,"19.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Redondo Creek",2009-06-01," 16:00:00",2009-06-01 16:00:00,NA,"<0.1",NA,0.62,NA,"<0.1",NA,NA,NA,0.113,NA,"<10",NA,"<10",NA,8.55,"40",NA,26.9,NA,NA,"0",32.9,70.6,"108",NA,"56",NA,0.102,NA,NA,7.79,NA,NA,NA,7.79,NA,NA,NA,NA,"<1",NA,"1.45",NA,4.91,NA,NA,"19.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Redondo Creek",2009-06-30," 12:00:00",2009-06-30 12:00:00,NA,"<0.1",NA,1.2,NA,"<0.1",NA,NA,NA,0.208,NA,"<10",NA,"<10",NA,8.2,"35",NA,28.1,NA,NA,"0",34.3,70,"86",NA,"89",NA,NA,NA,NA,7.66,NA,NA,NA,7.99,NA,NA,NA,NA,"<1",NA,"1.37",NA,5.25,NA,NA,"19.899999999999999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Redondo Creek",2009-08-05," 10:15:00",2009-08-05 10:15:00,NA,"<0.1",NA,0.86,NA,"<0.1",NA,NA,NA,0.096,NA,"<10",NA,"<10",NA,6.59,"15",NA,29.7,NA,NA,"0",36.2,69.4,"78",NA,"17",NA,0.103,NA,NA,7.87,NA,NA,NA,8.07,NA,NA,NA,NA,"<1",NA,"1.29",NA,5.56,NA,NA,"20.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Redondo Creek",2009-09-01," 15:00:00",2009-09-01 15:00:00,NA,"<0.1",NA,1.4,NA,"<0.1",NA,NA,NA,0.071,NA,"<10",NA,"<10",NA,9.2,"15",NA,28.6,NA,NA,"0",34.9,68.2,"84",NA,"4",NA,NA,NA,NA,7.72,NA,NA,NA,8.43,NA,NA,NA,NA,"<1",NA,"1.47",NA,5.29,NA,NA,"21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Redondo Creek",2009-10-05," 15:30:00",2009-10-05 15:30:00,NA,"<0.1",NA,0.63,NA,"<0.1",NA,NA,NA,0.052,NA,"<10",NA,"<10",NA,9.59,"20",NA,31.4,NA,NA,"0",38.4,78,"80",NA,"<3",NA,0.1,NA,NA,7.85,NA,NA,NA,9.27,NA,NA,NA,NA,"<1",NA,"2.15",NA,5.62,NA,NA,"23.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Redondo Creek",2009-11-04," 14:45:00",2009-11-04 14:45:00,NA,"<0.1",NA,0.95,NA,"<0.1",NA,NA,NA,0.064,NA,"<10",NA,"<10",NA,13.4,"15",NA,26.7,NA,NA,"0",32.5,70.1,"86",NA,"4",NA,NA,NA,NA,7.78,NA,NA,NA,8.44,NA,NA,NA,NA,"<1",NA,"1.76",NA,5.37,NA,NA,"21.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Redondo Creek",2010-05-06," 13:30:00",2010-05-06 13:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<10",NA,"10.199999999999999",NA,15,NA,NA,20.4,NA,NA,"0",24.9,NA,"124",NA,NA,NA,NA,NA,NA,7.64,NA,NA,NA,8.77,NA,NA,NA,NA,"1.1599999999999999",NA,"2.35",NA,5.65,NA,NA,"26.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Redondo Creek",2010-06-02," 14:15:00",2010-06-02 14:15:00,NA,"<0.1",NA,0.2,NA,"<0.1",NA,NA,NA,0.086,NA,"<10",NA,"<10",NA,12.7,"40",NA,24.4,NA,NA,"0",29.8,64.3,"98",NA,"33",NA,NA,NA,NA,7.82,NA,NA,NA,7.64,NA,NA,NA,NA,"<1",NA,"1.38",NA,4.91,NA,NA,"19.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Redondo Creek",2010-07-07," 13:30:00",2010-07-07 13:30:00,NA,"<0.1",NA,NA,NA,"0.1",NA,NA,NA,0.129,NA,"<10",NA,"<10",NA,NA,"40",NA,26.4,NA,NA,"0",32.2,61.9,"90",NA,"26",NA,0.1,NA,NA,7.87,"<0.1",NA,NA,8,NA,NA,NA,NA,"<1",NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.054,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"47","Redondo Creek",2010-08-03," 09:00:00",2010-08-03 09:00:00,NA,"<0.1",NA,0.3,NA,"<0.1",NA,NA,NA,0.123,NA,"<10",NA,"<10",NA,NA,"60",NA,23.6,NA,NA,"0",28.8,66.4,"104",NA,"23",NA,NA,NA,NA,7.72,"<0.1",NA,NA,8,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,"24",NA,1.4,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.048,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.02",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"48","Redondo Creek",2010-08-25," 11:00:00",2010-08-25 11:00:00,NA,"<0.1",NA,0.24,NA,"<0.1",NA,NA,NA,0.102,NA,"<10",NA,"<10",NA,NA,"50",NA,27.8,NA,NA,"0",33.9,66.8,"100",NA,"18",NA,0.1,NA,NA,7.77,"<0.1",NA,NA,8,NA,NA,"0.5",NA,"1",NA,"2",NA,6,NA,NA,"24",NA,0.38,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.031,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"49","Redondo Creek",2010-10-05," 09:00:00",2010-10-05 09:00:00,NA,"<0.1",NA,0.72,NA,"<0.1",NA,NA,NA,0.119,NA,"<10",NA,"<10",NA,NA,"30",NA,29,NA,NA,"0",35.4,69.7,"106",NA,"4",NA,0.11,NA,NA,7.48,"<0.05",NA,NA,9,NA,NA,"<0.05",NA,"1.1000000000000001",NA,"2",NA,6,NA,NA,"27",NA,0.13,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.014,NA,NA,"<0.001",NA,"<0.01",NA,14,NA,"<0.001",NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"50","Redondo Creek",2010-11-02," 09:30:00",2010-11-02 09:30:00,NA,"<0.1",NA,1.1,NA,"<0.1",NA,NA,NA,0.063,NA,"<10",NA,"<10",NA,NA,"20",NA,28.4,NA,NA,"0",34.6,69.6,"100",NA,"4",NA,0.12,NA,NA,7.58,"<0.05",NA,NA,8,NA,NA,"0.24",NA,"1",NA,"2",NA,6,NA,NA,NA,NA,0.2,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"1E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.016,NA,NA,"<0.001",NA,"<0.01",NA,14,NA,"<0.001",NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"51","Redondo Creek",2011-04-13," 09:00:00",2011-04-13 09:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.035,NA,"<10",NA,"<10",NA,NA,"30",NA,25.4,NA,NA,"0",31,75.5,"106",NA,"4",NA,0.12,NA,NA,7.59,"<0.05",NA,NA,9,NA,NA,"0.43",NA,"1.1000000000000001",NA,"2",NA,6,NA,NA,"28",NA,0.53,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.012,NA,NA,"<0.001",NA,"<0.01",NA,12.3,NA,"<0.001",NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,NA,"<0.005",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"52","Redondo Creek",2011-05-16," 10:30:00",2011-05-16 10:30:00,NA,"<0.1",NA,0.48,NA,"<0.1",NA,NA,NA,0.07,NA,"<10",NA,"<10",NA,NA,"35",NA,35.1,NA,NA,"0",42.8,95.8,"94",NA,"7",NA,0.14,NA,NA,7.86,"<0.05",NA,NA,10,NA,NA,"0.34",NA,"1.2",NA,"3",NA,7,NA,NA,"29",NA,0.32,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"1E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.017,NA,NA,"<0.001",NA,"<0.01",NA,2.2,NA,"<0.001",NA,"0.06",NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"53","Redondo Creek",2011-06-15," 10:45:00",2011-06-15 10:45:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.111,NA,"<10",NA,"<10",NA,NA,"30",NA,32.4,NA,NA,"0",39.5,81.3,"98",NA,"8",NA,0.13,NA,NA,7.86,"<0.05",NA,NA,10,NA,NA,NA,NA,"1.2",NA,"2",NA,7,NA,NA,"30",NA,0.39,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.012,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.09",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"54","Redondo Creek",2011-07-13," 11:15:00",2011-07-13 11:15:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.143,NA,"<10",NA,"<10",NA,NA,"35",NA,26.9,NA,NA,"0",32.8,79.8,"100",NA,"7",NA,0.13,NA,NA,7.74,"<0.05",NA,NA,9,NA,NA,NA,NA,"1",NA,"3",NA,6,NA,NA,"27",NA,0.56,NA,"<0.001",NA,"1E-3",NA,NA,"<0.1",NA,"<0.002",NA,"<0.001",NA,"4.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.022,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"55","Redondo Creek",2011-08-15," 10:00:00",2011-08-15 10:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.099,NA,"<10",NA,"<10",NA,NA,"30",NA,32.4,NA,NA,"0",39.6,72.1,"96",NA,"<3",NA,0.14,NA,NA,7.76,"<0.05",NA,NA,10,NA,NA,NA,NA,"1",NA,"2",NA,6,NA,NA,"29",NA,0.21,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.005",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"56","Redondo Creek",2011-09-14," 09:00:00",2011-09-14 09:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.083,NA,"<10",NA,"<10",NA,NA,"40",NA,28.8,NA,NA,"0",35.1,78.6,"90",NA,"<3",NA,0.14,NA,NA,7.7,"<0.05",NA,NA,9,NA,NA,NA,NA,"1.2",NA,"2",NA,6,NA,NA,"28",NA,0.38,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.016,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"57","Redondo Creek",2011-10-19," 15:00:00",2011-10-19 15:00:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.049,NA,"<10",NA,"<10",NA,NA,"15",NA,26.8,NA,NA,"0",32.7,57.4,"98",NA,"<3",NA,0.1,NA,NA,7.52,"<0.05",NA,NA,8,NA,NA,NA,NA,"0.9",NA,"2",NA,5,NA,NA,"25",NA,0.24,NA,"<0.001",NA,"<0.001",NA,NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.007,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"58","Redondo Creek",2011-11-21," 08:45:00",2011-11-21 08:45:00,NA,"<0.1",NA,NA,NA,"<0.1",NA,NA,NA,0.053,NA,"<10",NA,"<10",NA,NA,"20",NA,26.8,NA,NA,"0",32.7,76.1,"84",NA,"<3",NA,0.1,NA,NA,7.87,"<0.05",NA,NA,8,NA,NA,"0.3",NA,"1",NA,"2",NA,6,NA,NA,"24",NA,0.47,NA,"<0.001",NA,"<0.001",NA,NA,"<0.05",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.006,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.002",NA,NA,NA,NA
"59","Redondo Creek",2012-04-16," 10:45:00",2012-04-16 10:45:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.083,NA,"<10",NA,"11.5",NA,NA,"na",NA,25.1,NA,NA,"0",25.1,85.8,"102",NA,"11",NA,NA,NA,NA,7.64,"<0.05",NA,NA,10,NA,NA,"1.1000000000000001",NA,"1",NA,"2",NA,5,NA,NA,"29",NA,2.3,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.022,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"60","Redondo Creek",2012-05-15," 08:30:00",2012-05-15 08:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.09,NA,"<10",NA,"<10",NA,NA,"40",NA,28.9,NA,NA,"0",28.9,68.9,"76",NA,"16",NA,0.1,NA,NA,7.73,"<0.05",NA,NA,8,NA,NA,"0.63",NA,"1",NA,"2",NA,NA,NA,NA,NA,NA,0.87,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.027,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"61","Redondo Creek",2012-06-18," 08:30:00",2012-06-18 08:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.148,NA,"<10",NA,"<10",NA,NA,"30",NA,32.2,NA,NA,"0",32.2,65.6,"62",NA,"17",NA,0.11,NA,NA,7.69,"<0.05",NA,NA,8,NA,NA,"0.47",NA,"1",NA,"2",NA,6,NA,NA,NA,NA,0.61,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.027,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.002",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"62","Redondo Creek",2012-07-17," 09:00:00",2012-07-17 09:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.105,NA,"<10",NA,"<10",NA,NA,"40",NA,31.4,NA,NA,"0",31.4,65.6,"76",NA,"10",NA,NA,NA,NA,7.57,"<0.05",NA,NA,8,NA,NA,"0.52",NA,"<1",NA,"2",NA,6,NA,NA,NA,NA,0.72,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.025,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"63","Redondo Creek",2012-08-15," 09:00:00",2012-08-15 09:00:00,NA,"<0.10",NA,NA,NA,"<.10",NA,NA,NA,0.101,NA,"<10",NA,"<10",NA,NA,"30",NA,32.7,NA,NA,"0",32.7,70,"64",NA,"10",NA,NA,NA,NA,7.73,"<0.05",NA,NA,8,NA,NA,"0.5",NA,"<1",NA,"2",NA,6,NA,NA,"27",NA,0.52,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.033,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"64","Redondo Creek",2012-09-26," 09:30:00",2012-09-26 09:30:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.217,NA,"<10",NA,"<10",NA,NA,"35",NA,33.9,NA,NA,"0",33.9,76.3,"68",NA,"32",NA,0.1,NA,NA,7.79,"<0.05",NA,NA,8,NA,NA,"0.31",NA,"<1",NA,"3",NA,6,NA,NA,"24",NA,0.31,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.02,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.02",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"65","Redondo Creek",2012-10-23," 09:00:00",2012-10-23 09:00:00,NA,"<0.10",NA,NA,NA,"<0.10",NA,NA,NA,0.067,NA,"<10",NA,"<10",NA,NA,"30",NA,31.8,NA,NA,"0",31.8,75.6,"86",NA,"8",NA,0.13,NA,NA,7.6,"<0.05",NA,NA,8,NA,NA,"0.36",NA,"<1",NA,"2",NA,6,NA,NA,NA,NA,0.46,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"3.0000000000000001E-3",NA,NA,"<0.001",NA,"<0.01",NA,"<0.001",NA,0.019,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"<0.01",NA,NA,"<0.005",NA,NA,"<0.0002",NA,NA,NA,NA
"66","Redondo Creek",2013-05-09," 09:10:00",2013-05-09 09:10:00,NA,"0.14000000000000001",NA,NA,NA,"<0.10",NA,NA,NA,NA,NA,"<10",NA,"<10",NA,NA,"35",NA,32,NA,NA,"0",32,8.17,"74",NA,"4",NA,NA,NA,NA,7.88,"<0.05",NA,NA,9,NA,NA,"0.47",NA,"1",NA,"2",NA,6,NA,NA,NA,NA,0.7,NA,"<0.001",NA,"<0.001",NA,NA,"<0.1",NA,"<0.001",NA,"<0.001",NA,"2E-3",NA,NA,"<0.001",NA,"<0.01",NA,"0.02",NA,0.017,NA,NA,"<0.001",NA,"<0.01",NA,NA,NA,"<0.001",NA,NA,NA,"<0.001",NA,"<0.001",NA,NA,"<0.001",NA,NA,"0.02",NA,NA,"<0.005",NA,NA,"<0.0002",NA,"<1.00","B",NA
